TIME[UTC],LAT[deg],LON[deg],ALT[km]
1 Jan 2020 19:40:00.000000000,-59.3114752228797,140.763722821668,615.782229308444
1 Jan 2020 19:40:01.000000000,-59.3710334221725,140.726710146506,615.801803742195
1 Jan 2020 19:40:02.000000000,-59.4305826779792,140.6895823533,615.821353214135
1 Jan 2020 19:40:03.000000000,-59.4901229425686,140.65233877978,615.840877633145
1 Jan 2020 19:40:04.000000000,-59.5496541678407,140.614978758773,615.860376908225
1 Jan 2020 19:40:05.000000000,-59.6091763053233,140.577501618171,615.879850948483
1 Jan 2020 19:40:06.000000000,-59.668689306169,140.539906680868,615.899299663166
1 Jan 2020 19:40:07.000000000,-59.7281931211507,140.502193264732,615.918722961623
1 Jan 2020 19:40:08.000000000,-59.787687700659,140.464360682548,615.938120753338
1 Jan 2020 19:40:09.000000000,-59.8471729946975,140.426408241979,615.957492947905
1 Jan 2020 19:40:10.000000000,-59.9066489528799,140.388335245513,615.976839455046
1 Jan 2020 19:40:11.000000000,-59.966115524426,140.350140990425,615.996160184601
1 Jan 2020 19:40:12.000000000,-60.0255726581577,140.311824768719,616.015455046539
1 Jan 2020 19:40:13.000000000,-60.0850203024954,140.273385867084,616.034723950942
1 Jan 2020 19:40:14.000000000,-60.1444584054542,140.234823566854,616.053966808023
1 Jan 2020 19:40:15.000000000,-60.2038869146396,140.196137143942,616.073183528112
1 Jan 2020 19:40:16.000000000,-60.263305777244,140.157325868805,616.09237402167
1 Jan 2020 19:40:17.000000000,-60.3227149400425,140.118389006386,616.111538199279
1 Jan 2020 19:40:18.000000000,-60.3821143493886,140.079325816068,616.130675971644
1 Jan 2020 19:40:19.000000000,-60.4415039512107,140.040135551618,616.149787249599
1 Jan 2020 19:40:20.000000000,-60.5008836910072,140.000817461138,616.168871944097
1 Jan 2020 19:40:21.000000000,-60.5602535138431,139.961370787016,616.187929966222
1 Jan 2020 19:40:22.000000000,-60.6196133643451,139.921794765863,616.206961227189
1 Jan 2020 19:40:23.000000000,-60.6789631866977,139.882088628473,616.22596563833
1 Jan 2020 19:40:24.000000000,-60.7383029246388,139.842251599757,616.244943111108
1 Jan 2020 19:40:25.000000000,-60.7976325214551,139.802282898696,616.263893557117
1 Jan 2020 19:40:26.000000000,-60.856951919978,139.762181738283,616.282816888074
1 Jan 2020 19:40:27.000000000,-60.916261062579,139.72194732547,616.301713015829
1 Jan 2020 19:40:28.000000000,-60.9755598911649,139.681578861104,616.320581852356
1 Jan 2020 19:40:29.000000000,-61.0348483471736,139.641075539877,616.339423309762
1 Jan 2020 19:40:30.000000000,-61.0941263715693,139.600436550271,616.358237300281
1 Jan 2020 19:40:31.000000000,-61.1533939048377,139.559661074488,616.377023736279
1 Jan 2020 19:40:32.000000000,-61.2126508869814,139.518748288406,616.395782530253
1 Jan 2020 19:40:33.000000000,-61.2718972575152,139.477697361506,616.414513594827
1 Jan 2020 19:40:34.000000000,-61.3311329554607,139.436507456822,616.433216842758
1 Jan 2020 19:40:35.000000000,-61.3903579193423,139.395177730875,616.451892186937
1 Jan 2020 19:40:36.000000000,-61.4495720871813,139.353707333615,616.470539540383
1 Jan 2020 19:40:37.000000000,-61.5087753964914,139.31209540835,616.489158816254
1 Jan 2020 19:40:38.000000000,-61.5679677842734,139.270341091698,616.50774992783
1 Jan 2020 19:40:39.000000000,-61.6271491870105,139.228443513511,616.526312788534
1 Jan 2020 19:40:40.000000000,-61.6863195406623,139.186401796813,616.54484731192
1 Jan 2020 19:40:41.000000000,-61.7454787806602,139.144215057745,616.563353411671
1 Jan 2020 19:40:42.000000000,-61.8046268419018,139.101882405485,616.581831001614
1 Jan 2020 19:40:43.000000000,-61.8637636587455,139.05940294219,616.600279995699
1 Jan 2020 19:40:44.000000000,-61.9228891650051,139.016775762931,616.618700308022
1 Jan 2020 19:40:45.000000000,-61.9820032939444,138.97399995562,616.637091852807
1 Jan 2020 19:40:46.000000000,-62.0411059782713,138.93107460094,616.655454544416
1 Jan 2020 19:40:47.000000000,-62.1001971501325,138.887998772284,616.67378829735
1 Jan 2020 19:40:48.000000000,-62.1592767411074,138.844771535676,616.692093026246
1 Jan 2020 19:40:49.000000000,-62.2183446822029,138.801391949709,616.71036864587
1 Jan 2020 19:40:50.000000000,-62.2774009038467,138.757859065465,616.728615071138
1 Jan 2020 19:40:51.000000000,-62.3364453358823,138.714171926445,616.746832217096
1 Jan 2020 19:40:52.000000000,-62.3954779075623,138.670329568503,616.765019998931
1 Jan 2020 19:40:53.000000000,-62.4544985475426,138.626331019762,616.783178331967
1 Jan 2020 19:40:54.000000000,-62.5135071838764,138.582175300546,616.80130713167
1 Jan 2020 19:40:55.000000000,-62.5725037440079,138.537861423298,616.81940631364
1 Jan 2020 19:40:56.000000000,-62.6314881547656,138.493388392512,616.837475793621
1 Jan 2020 19:40:57.000000000,-62.6904603423567,138.44875520465,616.855515487499
1 Jan 2020 19:40:58.000000000,-62.7494202323601,138.403960848062,616.873525311295
1 Jan 2020 19:40:59.000000000,-62.80836774972,138.359004302915,616.891505181175
1 Jan 2020 19:41:00.000000000,-62.8673028187394,138.313884541103,616.909455013441
1 Jan 2020 19:41:01.000000000,-62.9262253630735,138.268600526176,616.927374724546
1 Jan 2020 19:41:02.000000000,-62.9851353057227,138.223151213249,616.945264231077
1 Jan 2020 19:41:03.000000000,-63.0440325690258,138.177535548927,616.963123449766
1 Jan 2020 19:41:04.000000000,-63.1029170746535,138.131752471218,616.98095229749
1 Jan 2020 19:41:05.000000000,-63.1617887436007,138.085800909451,616.998750691265
1 Jan 2020 19:41:06.000000000,-63.2206474961801,138.039679784183,617.016518548253
1 Jan 2020 19:41:07.000000000,-63.2794932520145,137.993388007122,617.034255785761
1 Jan 2020 19:41:08.000000000,-63.3383259300298,137.946924481036,617.051962321238
1 Jan 2020 19:41:09.000000000,-63.3971454484478,137.900288099661,617.06963807228
1 Jan 2020 19:41:10.000000000,-63.4559517247782,137.853477747621,617.087282956626
1 Jan 2020 19:41:11.000000000,-63.5147446758117,137.806492300325,617.104896892158
1 Jan 2020 19:41:12.000000000,-63.5735242176121,137.759330623888,617.122479796911
1 Jan 2020 19:41:13.000000000,-63.6322902655084,137.711991575029,617.140031589065
1 Jan 2020 19:41:14.000000000,-63.6910427340874,137.664474000986,617.157552186938
1 Jan 2020 19:41:15.000000000,-63.7497815371855,137.616776739409,617.175041509001
1 Jan 2020 19:41:16.000000000,-63.8085065878806,137.568898618283,617.192499473878
1 Jan 2020 19:41:17.000000000,-63.8672177984843,137.520838455812,617.20992600033
1 Jan 2020 19:41:18.000000000,-63.9259150805337,137.472595060332,617.22732100727
1 Jan 2020 19:41:19.000000000,-63.9845983447827,137.424167230215,617.244684413763
1 Jan 2020 19:41:20.000000000,-64.0432675011938,137.375553753757,617.26201613902
1 Jan 2020 19:41:21.000000000,-64.1019224589299,137.326753409088,617.279316102399
1 Jan 2020 19:41:22.000000000,-64.1605631263451,137.277764964067,617.296584223413
1 Jan 2020 19:41:23.000000000,-64.2191894109763,137.228587176176,617.313820421713
1 Jan 2020 19:41:24.000000000,-64.2778012195345,137.179218792412,617.331024617121
1 Jan 2020 19:41:25.000000000,-64.3363984578956,137.129658549195,617.34819672959
1 Jan 2020 19:41:26.000000000,-64.3949810310912,137.079905172242,617.365336679232
1 Jan 2020 19:41:27.000000000,-64.4535488433,137.029957376476,617.382444386311
1 Jan 2020 19:41:28.000000000,-64.5121017978378,136.979813865904,617.399519771238
1 Jan 2020 19:41:29.000000000,-64.5706397971486,136.929473333513,617.416562754585
1 Jan 2020 19:41:30.000000000,-64.6291627427948,136.878934461158,617.433573257068
1 Jan 2020 19:41:31.000000000,-64.6876705354479,136.828195919444,617.450551199557
1 Jan 2020 19:41:32.000000000,-64.7461630748781,136.777256367616,617.467496503078
1 Jan 2020 19:41:33.000000000,-64.8046402599451,136.72611445344,617.484409088813
1 Jan 2020 19:41:34.000000000,-64.8631019885876,136.674768813089,617.501288878086
1 Jan 2020 19:41:35.000000000,-64.9215481578134,136.623218071018,617.518135792392
1 Jan 2020 19:41:36.000000000,-64.979978663689,136.571460839854,617.534949753361
1 Jan 2020 19:41:37.000000000,-65.0383934013292,136.519495720267,617.551730682799
1 Jan 2020 19:41:38.000000000,-65.0967922648866,136.467321300845,617.568478502654
1 Jan 2020 19:41:39.000000000,-65.1551751475409,136.414936157981,617.585193135029
1 Jan 2020 19:41:40.000000000,-65.2135419414882,136.362338855734,617.60187450219
1 Jan 2020 19:41:41.000000000,-65.2718925379299,136.309527945713,617.618522526556
1 Jan 2020 19:41:42.000000000,-65.3302268270614,136.256501966939,617.635137130701
1 Jan 2020 19:41:43.000000000,-65.3885446980616,136.203259445727,617.651718237356
1 Jan 2020 19:41:44.000000000,-65.4468460390805,136.149798895541,617.668265769415
1 Jan 2020 19:41:45.000000000,-65.5051307372285,136.096118816865,617.684779649924
1 Jan 2020 19:41:46.000000000,-65.5633986785645,136.042217697078,617.701259802086
1 Jan 2020 19:41:47.000000000,-65.6216497480838,135.988094010303,617.717706149268
1 Jan 2020 19:41:48.000000000,-65.6798838297063,135.933746217281,617.734118614994
1 Jan 2020 19:41:49.000000000,-65.7381008062644,135.879172765224,617.750497122945
1 Jan 2020 19:41:50.000000000,-65.7963005594909,135.824372087681,617.766841596958
1 Jan 2020 19:41:51.000000000,-65.8544829700059,135.769342604383,617.783151961041
1 Jan 2020 19:41:52.000000000,-65.9126479173049,135.714082721118,617.799428139351
1 Jan 2020 19:41:53.000000000,-65.9707952797456,135.658590829567,617.81567005621
1 Jan 2020 19:41:54.000000000,-66.0289249345351,135.602865307164,617.831877636104
1 Jan 2020 19:41:55.000000000,-66.0870367577166,135.546904516949,617.848050803674
1 Jan 2020 19:41:56.000000000,-66.1451306241563,135.490706807407,617.864189483726
1 Jan 2020 19:41:57.000000000,-66.20320640753,135.434270512332,617.880293601227
1 Jan 2020 19:41:58.000000000,-66.2612639803092,135.377593950651,617.896363081305
1 Jan 2020 19:41:59.000000000,-66.3193032137473,135.320675426289,617.912397849256
1 Jan 2020 19:42:00.000000000,-66.3773239778657,135.26351322799,617.928397830532
1 Jan 2020 19:42:01.000000000,-66.4353261414398,135.206105629177,617.94436295075
1 Jan 2020 19:42:02.000000000,-66.4933095719841,135.148450887772,617.960293135695
1 Jan 2020 19:42:03.000000000,-66.551274135738,135.090547246046,617.976188311309
1 Jan 2020 19:42:04.000000000,-66.6092196976511,135.032392930441,617.992048403703
1 Jan 2020 19:42:05.000000000,-66.6671461213678,134.973986151414,618.007873339152
1 Jan 2020 19:42:06.000000000,-66.7250532692127,134.915325103258,618.023663044094
1 Jan 2020 19:42:07.000000000,-66.7829410021747,134.856407963933,618.039417445132
1 Jan 2020 19:42:08.000000000,-66.8408091798919,134.797232894897,618.055136469039
1 Jan 2020 19:42:09.000000000,-66.8986576606353,134.737798040918,618.070820042747
1 Jan 2020 19:42:10.000000000,-66.9564863012934,134.678101529916,618.086468093361
1 Jan 2020 19:42:11.000000000,-67.0142949573554,134.61814147276,618.102080548148
1 Jan 2020 19:42:12.000000000,-67.0720834828951,134.557915963104,618.117657334541
1 Jan 2020 19:42:13.000000000,-67.1298517305545,134.497423077189,618.133198380148
1 Jan 2020 19:42:14.000000000,-67.1875995515263,134.436660873672,618.148703612734
1 Jan 2020 19:42:15.000000000,-67.2453267955372,134.375627393421,618.164172960237
1 Jan 2020 19:42:16.000000000,-67.3030333108305,134.314320659335,618.179606350763
1 Jan 2020 19:42:17.000000000,-67.3607189441486,134.25273867615,618.19500371259
1 Jan 2020 19:42:18.000000000,-67.418383540715,134.190879430237,618.210364974158
1 Jan 2020 19:42:19.000000000,-67.4760269442164,134.128740889415,618.225690064083
1 Jan 2020 19:42:20.000000000,-67.5336489967845,134.066321002736,618.24097891114
1 Jan 2020 19:42:21.000000000,-67.5912495389773,134.003617700303,618.256231444287
1 Jan 2020 19:42:22.000000000,-67.64882840976,133.940628893047,618.27144759264
1 Jan 2020 19:42:23.000000000,-67.7063854464868,133.877352472526,618.286627285497
1 Jan 2020 19:42:24.000000000,-67.7639204848807,133.813786310724,618.301770452317
1 Jan 2020 19:42:25.000000000,-67.8214333590144,133.749928259824,618.316877022734
1 Jan 2020 19:42:26.000000000,-67.8789239012905,133.685776152008,618.331946926555
1 Jan 2020 19:42:27.000000000,-67.9363919424209,133.621327799227,618.346980093756
1 Jan 2020 19:42:28.000000000,-67.993837311407,133.556580992994,618.361976454486
1 Jan 2020 19:42:29.000000000,-68.0512598355187,133.491533504152,618.376935939065
1 Jan 2020 19:42:30.000000000,-68.1086593402733,133.426183082659,618.391858477988
1 Jan 2020 19:42:31.000000000,-68.1660356494148,133.360527457348,618.406744001924
1 Jan 2020 19:42:32.000000000,-68.2233885848916,133.294564335711,618.42159244171
1 Jan 2020 19:42:33.000000000,-68.2807179668353,133.228291403655,618.43640372836
1 Jan 2020 19:42:34.000000000,-68.3380236135383,133.161706325274,618.451177793063
1 Jan 2020 19:42:35.000000000,-68.3953053414312,133.09480674261,618.465914567179
1 Jan 2020 19:42:36.000000000,-68.4525629650602,133.027590275407,618.480613982244
1 Jan 2020 19:42:37.000000000,-68.5097962970642,132.960054520875,618.495275969974
1 Jan 2020 19:42:38.000000000,-68.567005148151,132.892197053436,618.509900462249
1 Jan 2020 19:42:39.000000000,-68.6241893270739,132.824015424485,618.524487391132
1 Jan 2020 19:42:40.000000000,-68.6813486406074,132.755507162124,618.539036688862
1 Jan 2020 19:42:41.000000000,-68.7384828935229,132.68666977092,618.553548287852
1 Jan 2020 19:42:42.000000000,-68.7955918885641,132.617500731636,618.56802212069
1 Jan 2020 19:42:43.000000000,-68.8526754264216,132.547997500981,618.582458120143
1 Jan 2020 19:42:44.000000000,-68.9097333057078,132.478157511334,618.596856219155
1 Jan 2020 19:42:45.000000000,-68.9667653229309,132.407978170487,618.611216350844
1 Jan 2020 19:42:46.000000000,-69.0237712724687,132.337456861371,618.625538448515
1 Jan 2020 19:42:47.000000000,-69.0807509465422,132.266590941777,618.639822445636
1 Jan 2020 19:42:48.000000000,-69.1377041351888,132.195377744095,618.654068275865
1 Jan 2020 19:42:49.000000000,-69.1946306262347,132.123814575014,618.668275873034
1 Jan 2020 19:42:50.000000000,-69.2515302052675,132.051898715257,618.682445171154
1 Jan 2020 19:42:51.000000000,-69.308402655608,131.979627419282,618.696576104415
1 Jan 2020 19:42:52.000000000,-69.3652477582818,131.906997915002,618.710668607185
1 Jan 2020 19:42:53.000000000,-69.4220652919905,131.834007403487,618.724722614017
1 Jan 2020 19:42:54.000000000,-69.4788550330824,131.760653058667,618.738738059637
1 Jan 2020 19:42:55.000000000,-69.5356167555225,131.686932027038,618.752714878959
1 Jan 2020 19:42:56.000000000,-69.5923502308631,131.612841427356,618.766653007067
1 Jan 2020 19:42:57.000000000,-69.6490552282125,131.538378350332,618.780552379234
1 Jan 2020 19:42:58.000000000,-69.7057315142047,131.463539858317,618.794412930913
1 Jan 2020 19:42:59.000000000,-69.7623788529673,131.388322984998,618.808234597737
1 Jan 2020 19:43:00.000000000,-69.8189970060903,131.312724735074,618.822017315519
1 Jan 2020 19:43:01.000000000,-69.8755857325933,131.23674208394,618.835761020258
1 Jan 2020 19:43:02.000000000,-69.932144788893,131.16037197736,618.849465648133
1 Jan 2020 19:43:03.000000000,-69.9886739287699,131.083611331139,618.863131135501
1 Jan 2020 19:43:04.000000000,-70.0451729033344,131.0064570308,618.876757418914
1 Jan 2020 19:43:05.000000000,-70.1016414609928,130.928905931236,618.890344435097
1 Jan 2020 19:43:06.000000000,-70.1580793474127,130.850954856385,618.903892120956
1 Jan 2020 19:43:07.000000000,-70.2144863054872,130.772600598875,618.917400413592
1 Jan 2020 19:43:08.000000000,-70.2708620753002,130.693839919691,618.930869250281
1 Jan 2020 19:43:09.000000000,-70.3272063940891,130.614669547814,618.944298568487
1 Jan 2020 19:43:10.000000000,-70.3835189962089,130.535086179874,618.957688305855
1 Jan 2020 19:43:11.000000000,-70.4397996130943,130.455086479788,618.971038400219
1 Jan 2020 19:43:12.000000000,-70.4960479732225,130.374667078405,618.984348789598
1 Jan 2020 19:43:13.000000000,-70.5522638020744,130.293824573133,618.997619412192
1 Jan 2020 19:43:14.000000000,-70.6084468220958,130.212555527573,619.010850206392
1 Jan 2020 19:43:15.000000000,-70.664596752658,130.130856471151,619.024041110768
1 Jan 2020 19:43:16.000000000,-70.7207133100177,130.048723898731,619.037192064084
1 Jan 2020 19:43:17.000000000,-70.7767962072764,129.966154270241,619.050303005282
1 Jan 2020 19:43:18.000000000,-70.8328451543392,129.883144010285,619.063373873505
1 Jan 2020 19:43:19.000000000,-70.8888598578729,129.799689507756,619.076404608066
1 Jan 2020 19:43:20.000000000,-70.9448400212636,129.715787115436,619.089395148475
1 Jan 2020 19:43:21.000000000,-71.0007853445741,129.63143314961,619.102345434428
1 Jan 2020 19:43:22.000000000,-71.0566955244993,129.54662388965,619.115255405808
1 Jan 2020 19:43:23.000000000,-71.1125702543229,129.461355577619,619.128125002688
1 Jan 2020 19:43:24.000000000,-71.1684092238719,129.375624417863,619.140954165323
1 Jan 2020 19:43:25.000000000,-71.2242121194712,129.289426576586,619.153742834166
1 Jan 2020 19:43:26.000000000,-71.2799786238971,129.20275818144,619.166490949854
1 Jan 2020 19:43:27.000000000,-71.3357084163308,129.115615321102,619.179198453212
1 Jan 2020 19:43:28.000000000,-71.3914011723106,129.027994044844,619.191865285259
1 Jan 2020 19:43:29.000000000,-71.4470565636832,128.9398903621,619.204491387197
1 Jan 2020 19:43:30.000000000,-71.5026742585553,128.851300242039,619.217076700424
1 Jan 2020 19:43:31.000000000,-71.5582539212437,128.762219613114,619.229621166523
1 Jan 2020 19:43:32.000000000,-71.6137952122246,128.672644362626,619.242124727276
1 Jan 2020 19:43:33.000000000,-71.6692977880826,128.582570336276,619.254587324647
1 Jan 2020 19:43:34.000000000,-71.7247613014589,128.491993337704,619.267008900792
1 Jan 2020 19:43:35.000000000,-71.7801854009982,128.400909128045,619.279389398062
1 Jan 2020 19:43:36.000000000,-71.8355697312957,128.309313425453,619.291728759003
1 Jan 2020 19:43:37.000000000,-71.8909139328426,128.217201904647,619.304026926338
