TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 19:40:00.000000000,872.788180281323,1272.78931444002,-6805.3393849372
1 Jan 2020 19:40:01.000000000,873.625609352771,1265.3153590799,-6806.62554629887
1 Jan 2020 19:40:02.000000000,874.460928121271,1257.83980418184,-6807.90372309817
1 Jan 2020 19:40:03.000000000,875.294135378713,1250.36265878323,-6809.17391383573
1 Jan 2020 19:40:04.000000000,876.125229920907,1242.88393192343,-6810.43611702154
1 Jan 2020 19:40:05.000000000,876.954210547255,1235.40363264392,-6811.69033117497
1 Jan 2020 19:40:06.000000000,877.781076061141,1227.92176998807,-6812.93655482474
1 Jan 2020 19:40:07.000000000,878.605825269599,1220.43835300136,-6814.17478650897
1 Jan 2020 19:40:08.000000000,879.428456983564,1212.95339073117,-6815.40502477513
1 Jan 2020 19:40:09.000000000,880.248970017654,1205.46689222692,-6816.6272681801
1 Jan 2020 19:40:10.000000000,881.067363190389,1197.97886653994,-6817.84151529011
1 Jan 2020 19:40:11.000000000,881.883635323976,1190.4893227236,-6819.04776468077
1 Jan 2020 19:40:12.000000000,882.697785244504,1182.99826983312,-6820.24601493708
1 Jan 2020 19:40:13.000000000,883.509811781881,1175.50571692567,-6821.43626465344
1 Jan 2020 19:40:14.000000000,884.319713769661,1168.01167306044,-6822.61851243361
1 Jan 2020 19:40:15.000000000,885.127490045386,1160.5161472984,-6823.79275689074
1 Jan 2020 19:40:16.000000000,885.933139450292,1153.0191487025,-6824.95899664738
1 Jan 2020 19:40:17.000000000,886.736660829452,1145.52068633756,-6826.11723033546
1 Jan 2020 19:40:18.000000000,887.538053031716,1138.02076927028,-6827.26745659631
1 Jan 2020 19:40:19.000000000,888.337314909798,1130.51940656922,-6828.40967408064
1 Jan 2020 19:40:20.000000000,889.134445320219,1123.01660730476,-6829.54388144858
1 Jan 2020 19:40:21.000000000,889.929443123238,1115.5123805492,-6830.67007736962
1 Jan 2020 19:40:22.000000000,890.722307183028,1108.00673537659,-6831.78826052268
1 Jan 2020 19:40:23.000000000,891.513036367475,1100.4996808629,-6832.89842959607
1 Jan 2020 19:40:24.000000000,892.301629548384,1092.9912260858,-6834.00058328748
1 Jan 2020 19:40:25.000000000,893.088085601302,1085.48138012483,-6835.09472030404
1 Jan 2020 19:40:26.000000000,893.872403405623,1077.97015206132,-6836.18083936226
1 Jan 2020 19:40:27.000000000,894.654581844536,1070.45755097836,-6837.25893918805
1 Jan 2020 19:40:28.000000000,895.434619805103,1062.9435859608,-6838.32901851674
1 Jan 2020 19:40:29.000000000,896.21251617821,1055.42826609523,-6839.39107609308
1 Jan 2020 19:40:30.000000000,896.988269858496,1047.91160047003,-6840.4451106712
1 Jan 2020 19:40:31.000000000,897.761879744525,1040.39359817525,-6841.49112101466
1 Jan 2020 19:40:32.000000000,898.533344738594,1032.87426830274,-6842.52910589643
1 Jan 2020 19:40:33.000000000,899.302663746926,1025.35361994598,-6843.5590640989
1 Jan 2020 19:40:34.000000000,900.069835679505,1017.83166220021,-6844.58099441387
1 Jan 2020 19:40:35.000000000,900.834859450173,1010.30840416232,-6845.59489564254
1 Jan 2020 19:40:36.000000000,901.597733976585,1002.78385493092,-6846.60076659557
1 Jan 2020 19:40:37.000000000,902.358458180299,995.258023606217,-6847.598606093
1 Jan 2020 19:40:38.000000000,903.117030986624,987.730919290144,-6848.58841296431
1 Jan 2020 19:40:39.000000000,903.873451324773,980.202551086228,-6849.5701860484
1 Jan 2020 19:40:40.000000000,904.627718127801,972.672928099623,-6850.5439241936
1 Jan 2020 19:40:41.000000000,905.379830332543,965.142059437164,-6851.50962625765
1 Jan 2020 19:40:42.000000000,906.12978687976,957.609954207215,-6852.46729110774
1 Jan 2020 19:40:43.000000000,906.877586713997,950.076621519799,-6853.41691762045
1 Jan 2020 19:40:44.000000000,907.623228783669,942.542070486507,-6854.35850468184
1 Jan 2020 19:40:45.000000000,908.366712041017,935.006310220524,-6855.29205118735
1 Jan 2020 19:40:46.000000000,909.108035442193,927.46934983654,-6856.2175560419
1 Jan 2020 19:40:47.000000000,909.847197947122,919.931198450879,-6857.1350181598
1 Jan 2020 19:40:48.000000000,910.58419851966,912.391865181325,-6858.04443646482
1 Jan 2020 19:40:49.000000000,911.319036127439,904.851359147277,-6858.94580989017
1 Jan 2020 19:40:50.000000000,912.051709742006,897.30968946959,-6859.83913737848
1 Jan 2020 19:40:51.000000000,912.782218338765,889.766865270629,-6860.72441788182
1 Jan 2020 19:40:52.000000000,913.51056089694,882.222895674297,-6861.60165036172
1 Jan 2020 19:40:53.000000000,914.236736399633,874.677789805962,-6862.47083378912
1 Jan 2020 19:40:54.000000000,914.960743833791,867.131556792489,-6863.33196714443
1 Jan 2020 19:40:55.000000000,915.68258219028,859.584205762142,-6864.18504941748
1 Jan 2020 19:40:56.000000000,916.402250463772,852.035745844704,-6865.03007960757
1 Jan 2020 19:40:57.000000000,917.119747652807,844.486186171393,-6865.86705672341
1 Jan 2020 19:40:58.000000000,917.835072759847,836.9355358748,-6866.6959797832
1 Jan 2020 19:40:59.000000000,918.548224791149,829.383804089016,-6867.51684781455
1 Jan 2020 19:41:00.000000000,919.259202756911,821.830999949456,-6868.32965985455
1 Jan 2020 19:41:01.000000000,919.968005671133,814.277132593016,-6869.13441494971
1 Jan 2020 19:41:02.000000000,920.674632551757,806.722211157891,-6869.93111215601
1 Jan 2020 19:41:03.000000000,921.379082420546,799.166244783716,-6870.71975053888
1 Jan 2020 19:41:04.000000000,922.081354303155,791.609242611465,-6871.5003291732
1 Jan 2020 19:41:05.000000000,922.781447229101,784.051213783484,-6872.27284714332
1 Jan 2020 19:41:06.000000000,923.479360231811,776.49216744342,-6873.03730354301
1 Jan 2020 19:41:07.000000000,924.175092348592,768.932112736247,-6873.79369747553
1 Jan 2020 19:41:08.000000000,924.868642620579,761.371058808319,-6874.54202805359
1 Jan 2020 19:41:09.000000000,925.560010092859,753.809014807214,-6875.28229439935
1 Jan 2020 19:41:10.000000000,926.249193814334,746.245989881888,-6876.01449564443
1 Jan 2020 19:41:11.000000000,926.936192837856,738.681993182497,-6876.73863092993
1 Jan 2020 19:41:12.000000000,927.621006220114,731.117033860534,-6877.45469940639
1 Jan 2020 19:41:13.000000000,928.3036330217,723.55112106873,-6878.16270023382
1 Jan 2020 19:41:14.000000000,928.984072307079,715.984263961088,-6878.86263258169
1 Jan 2020 19:41:15.000000000,929.662323144653,708.416471692789,-6879.55449562895
1 Jan 2020 19:41:16.000000000,930.338384606652,700.847753420322,-6880.238288564
1 Jan 2020 19:41:17.000000000,931.012255769246,693.278118301333,-6880.91401058471
1 Jan 2020 19:41:18.000000000,931.683935712495,685.70757549467,-6881.58166089841
1 Jan 2020 19:41:19.000000000,932.35342352031,678.136134160439,-6882.24123872193
1 Jan 2020 19:41:20.000000000,933.020718280559,670.563803459846,-6882.89274328153
1 Jan 2020 19:41:21.000000000,933.68581908496,662.990592555329,-6883.53617381297
1 Jan 2020 19:41:22.000000000,934.348725029146,655.416510610467,-6884.17152956145
1 Jan 2020 19:41:23.000000000,935.009435212635,647.841566790006,-6884.79880978168
1 Jan 2020 19:41:24.000000000,935.667948738889,640.265770259769,-6885.41801373782
1 Jan 2020 19:41:25.000000000,936.324264715213,632.68913018679,-6886.02914070351
1 Jan 2020 19:41:26.000000000,936.978382252874,625.111655739131,-6886.63218996185
1 Jan 2020 19:41:27.000000000,937.630300466986,617.533356086043,-6887.22716080544
1 Jan 2020 19:41:28.000000000,938.280018476611,609.954240397806,-6887.81405253634
1 Jan 2020 19:41:29.000000000,938.927535404717,602.374317845784,-6888.3928644661
1 Jan 2020 19:41:30.000000000,939.572850378153,594.793597602447,-6888.96359591574
