TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 19:40:00.000000000,382.850216076563,1490.48213385561,-6806.34150711499
1 Jan 2020 19:40:01.000000000,386.192710556517,1483.74470712066,-6807.62460959573
1 Jan 2020 19:40:02.000000000,389.533771300157,1477.00506038526,-6808.89972634213
1 Jan 2020 19:40:03.000000000,392.873394082748,1470.26320172901,-6810.16685585841
1 Jan 2020 19:40:04.000000000,396.211574682573,1463.51913923463,-6811.42599665815
1 Jan 2020 19:40:05.000000000,399.548308880554,1456.7728809881,-6812.6771472643
1 Jan 2020 19:40:06.000000000,402.883592460705,1450.02443507854,-6813.9203062092
1 Jan 2020 19:40:07.000000000,406.217421209754,1443.27380959826,-6815.15547203454
1 Jan 2020 19:40:08.000000000,409.549790917439,1436.52101264269,-6816.38264329141
1 Jan 2020 19:40:09.000000000,412.880697376252,1429.76605231047,-6817.60181854027
1 Jan 2020 19:40:10.000000000,416.210136381702,1423.00893670332,-6818.81299635095
1 Jan 2020 19:40:11.000000000,419.538103732068,1416.24967392613,-6820.01617530267
1 Jan 2020 19:40:12.000000000,422.864595228626,1409.4882720869,-6821.21135398402
1 Jan 2020 19:40:13.000000000,426.189606675585,1402.72473929671,-6822.39853099302
1 Jan 2020 19:40:14.000000000,429.513133879882,1395.9590836698,-6823.57770493701
1 Jan 2020 19:40:15.000000000,432.835172651587,1389.19131332345,-6824.74887443276
1 Jan 2020 19:40:16.000000000,436.155718803568,1382.42143637804,-6825.91203810644
1 Jan 2020 19:40:17.000000000,439.474768151653,1375.64946095702,-6827.06719459357
1 Jan 2020 19:40:18.000000000,442.79231651457,1368.8753951869,-6828.21434253909
1 Jan 2020 19:40:19.000000000,446.108359714048,1362.09924719724,-6829.35348059733
1 Jan 2020 19:40:20.000000000,449.422893574758,1355.32102512062,-6830.48460743203
1 Jan 2020 19:40:21.000000000,452.735913924231,1348.5407370927,-6831.60772171629
1 Jan 2020 19:40:22.000000000,456.047416593071,1341.75839125211,-6832.72282213265
1 Jan 2020 19:40:23.000000000,459.357397414721,1334.97399574052,-6833.82990737302
1 Jan 2020 19:40:24.000000000,462.66585222571,1328.18755870257,-6834.92897613874
1 Jan 2020 19:40:25.000000000,465.972776865446,1321.39908828595,-6836.02002714052
1 Jan 2020 19:40:26.000000000,469.278167176343,1314.60859264127,-6837.10305909852
1 Jan 2020 19:40:27.000000000,472.582019003767,1307.81607992215,-6838.17807074226
1 Jan 2020 19:40:28.000000000,475.884328196128,1301.02155828516,-6839.2450608107
1 Jan 2020 19:40:29.000000000,479.185090604825,1294.22503588979,-6840.30402805219
1 Jan 2020 19:40:30.000000000,482.484302084169,1287.42652089853,-6841.35497122452
1 Jan 2020 19:40:31.000000000,485.781958491587,1280.62602147674,-6842.39788909485
1 Jan 2020 19:40:32.000000000,489.078055687399,1273.82354579277,-6843.43278043979
1 Jan 2020 19:40:33.000000000,492.372589535051,1267.01910201781,-6844.45964404536
1 Jan 2020 19:40:34.000000000,495.665555900921,1260.21269832599,-6845.47847870697
1 Jan 2020 19:40:35.000000000,498.956950654437,1253.40434289434,-6846.48928322949
1 Jan 2020 19:40:36.000000000,502.246769668029,1246.59404390275,-6847.49205642717
1 Jan 2020 19:40:37.000000000,505.535008817245,1239.78180953399,-6848.48679712371
1 Jan 2020 19:40:38.000000000,508.821663980556,1232.96764797369,-6849.47350415222
1 Jan 2020 19:40:39.000000000,512.106731039564,1226.15156741032,-6850.45217635523
1 Jan 2020 19:40:40.000000000,515.390205878917,1219.3335760352,-6851.42281258472
1 Jan 2020 19:40:41.000000000,518.672084386237,1212.51368204251,-6852.38541170205
1 Jan 2020 19:40:42.000000000,521.952362452313,1205.69189362919,-6853.33997257806
1 Jan 2020 19:40:43.000000000,525.231035970917,1198.86821899505,-6854.28649409298
1 Jan 2020 19:40:44.000000000,528.508100838919,1192.04266634267,-6855.2249751365
1 Jan 2020 19:40:45.000000000,531.783552956237,1185.21524387743,-6856.15541460772
1 Jan 2020 19:40:46.000000000,535.057388225948,1178.38595980748,-6857.07781141518
