TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 19:40:00.000000000,-151.996452300464,1527.47759351407,-6807.20980068702
1 Jan 2020 19:40:01.000000000,-146.551872369035,1522.28906020293,-6808.49135687639
1 Jan 2020 19:40:02.000000000,-141.107878198274,1517.09795524677,-6809.76492631467
1 Jan 2020 19:40:03.000000000,-135.664476520024,1511.90428479335,-6811.03050750788
1 Jan 2020 19:40:04.000000000,-130.22167406437,1506.70805499445,-6812.28809897142
1 Jan 2020 19:40:05.000000000,-124.779477560036,1501.50927200578,-6813.53769923007
1 Jan 2020 19:40:06.000000000,-119.337893733906,1496.30794198704,-6814.77930681799
1 Jan 2020 19:40:07.000000000,-113.896929311417,1491.10407110187,-6816.01292027867
1 Jan 2020 19:40:08.000000000,-108.456591016249,1485.89766551786,-6817.23853816504
1 Jan 2020 19:40:09.000000000,-103.016885570586,1480.68873140655,-6818.45615903937
1 Jan 2020 19:40:10.000000000,-97.5778196948364,1475.47727494341,-6819.66578147332
1 Jan 2020 19:40:11.000000000,-92.1394001078971,1470.26330230782,-6820.86740404793
1 Jan 2020 19:40:12.000000000,-86.7016335269076,1465.0468196831,-6822.06102535364
1 Jan 2020 19:40:13.000000000,-81.2645266673116,1459.82783325647,-6823.24664399025
1 Jan 2020 19:40:14.000000000,-75.828086243075,1454.60634921905,-6824.42425856697
1 Jan 2020 19:40:15.000000000,-70.3923189662537,1449.38237376586,-6825.59386770238
1 Jan 2020 19:40:16.000000000,-64.9572315473444,1444.1559130958,-6826.75547002447
1 Jan 2020 19:40:17.000000000,-59.5228306951134,1438.92697341168,-6827.90906417062
1 Jan 2020 19:40:18.000000000,-54.0891231166515,1433.69556092013,-6829.05464878758
1 Jan 2020 19:40:19.000000000,-48.6561155172709,1428.4616818317,-6830.19222253154
1 Jan 2020 19:40:20.000000000,-43.2238146005606,1423.22534236077,-6831.32178406803
1 Jan 2020 19:40:21.000000000,-37.7922270684729,1417.98654872557,-6832.44333207203
1 Jan 2020 19:40:22.000000000,-32.3613596210934,1412.74530714818,-6833.55686522789
1 Jan 2020 19:40:23.000000000,-26.9312189568856,1407.50162385452,-6834.66238222938
1 Jan 2020 19:40:24.000000000,-21.5018117724293,1402.25550507432,-6835.75988177965
1 Jan 2020 19:40:25.000000000,-16.0731447626344,1397.00695704116,-6836.84936259129
1 Jan 2020 19:40:26.000000000,-10.6452246206044,1391.7559859924,-6837.93082338627
1 Jan 2020 19:40:27.000000000,-5.21805803769241,1386.50259816923,-6839.00426289597
1 Jan 2020 19:40:28.000000000,0.208348296600836,1381.24679981663,-6840.06967986118
1 Jan 2020 19:40:29.000000000,5.63398769457387,1375.98859718336,-6841.12707303212
1 Jan 2020 19:40:30.000000000,11.0588534702394,1370.72799652198,-6842.17644116839
1 Jan 2020 19:40:31.000000000,16.4829389395486,1365.46500408882,-6843.21778303903
1 Jan 2020 19:40:32.000000000,21.9062374201546,1360.19962614397,-6844.25109742248
1 Jan 2020 19:40:33.000000000,27.3287422316649,1354.93186895129,-6845.27638310661
1 Jan 2020 19:40:34.000000000,32.750446695435,1349.66173877838,-6846.2936388887
1 Jan 2020 19:40:35.000000000,38.1713441347009,1344.38924189659,-6847.30286357545
1 Jan 2020 19:40:36.000000000,43.5914278745261,1339.11438458103,-6848.30405598298
1 Jan 2020 19:40:37.000000000,49.0106912419292,1333.8371731105,-6849.29721493684
1 Jan 2020 19:40:38.000000000,54.4291275656829,1328.55761376755,-6850.28233927198
1 Jan 2020 19:40:39.000000000,59.8467301765322,1323.27571283843,-6851.25942783282
1 Jan 2020 19:40:40.000000000,65.2634924071117,1317.99147661312,-6852.22847947315
1 Jan 2020 19:40:41.000000000,70.6794075918681,1312.70491138526,-6853.18949305624
1 Jan 2020 19:40:42.000000000,76.0944690672709,1307.41602345222,-6854.14246745475
1 Jan 2020 19:40:43.000000000,81.5086701716189,1302.12481911503,-6855.0874015508
1 Jan 2020 19:40:44.000000000,86.9220042451629,1296.83130467841,-6856.02429423591
1 Jan 2020 19:40:45.000000000,92.3344646300582,1291.53548645074,-6856.95314441107
1 Jan 2020 19:40:46.000000000,97.7460446704862,1286.23737074406,-6857.87395098668
1 Jan 2020 19:40:47.000000000,103.156737712462,1280.93696387408,-6858.78671288257
1 Jan 2020 19:40:48.000000000,108.566537104074,1275.63427216013,-6859.69142902803
1 Jan 2020 19:40:49.000000000,113.975436195261,1270.3293019252,-6860.58809836178
1 Jan 2020 19:40:50.000000000,119.383428338019,1265.02205949591,-6861.47671983196
1 Jan 2020 19:40:51.000000000,124.790506886329,1259.71255120247,-6862.35729239617
1 Jan 2020 19:40:52.000000000,130.196665196104,1254.40078337875,-6863.22981502146
1 Jan 2020 19:40:53.000000000,135.601896625285,1249.0867623622,-6864.0942866843
1 Jan 2020 19:40:54.000000000,141.006194533789,1243.77049449389,-6864.95070637062
1 Jan 2020 19:40:55.000000000,146.409552283637,1238.45198611845,-6865.79907307579
1 Jan 2020 19:40:56.000000000,151.811963238784,1233.13124358412,-6866.63938580462
1 Jan 2020 19:40:57.000000000,157.213420765222,1227.80827324271,-6867.47164357138
1 Jan 2020 19:40:58.000000000,162.613918231063,1222.4830814496,-6868.29584539979
1 Jan 2020 19:40:59.000000000,168.013449006358,1217.15567456373,-6869.111990323
1 Jan 2020 19:41:00.000000000,173.412006463322,1211.82605894759,-6869.92007738364
1 Jan 2020 19:41:01.000000000,178.809583976131,1206.49424096723,-6870.72010563377
1 Jan 2020 19:41:02.000000000,184.206174921136,1201.16022699221,-6871.51207413491
1 Jan 2020 19:41:03.000000000,189.601772676693,1195.82402339564,-6872.29598195804
1 Jan 2020 19:41:04.000000000,194.996370623272,1190.48563655416,-6873.07182818359
1 Jan 2020 19:41:05.000000000,200.389962143415,1185.14507284792,-6873.83961190144
1 Jan 2020 19:41:06.000000000,205.782540621824,1179.80233866055,-6874.59933221095
1 Jan 2020 19:41:07.000000000,211.174099445312,1174.45744037922,-6875.35098822091
1 Jan 2020 19:41:08.000000000,216.56463200274,1169.11038439455,-6876.0945790496
