TIME[UTC],LAT[deg],LON[deg],ALT[km]
1 Jan 2020 19:40:00.000000000,-77.3352513784771,75.5942498642078,620.349088415795
1 Jan 2020 19:40:01.000000000,-77.3828487493177,75.4106262563004,620.35672901373
1 Jan 2020 19:40:02.000000000,-77.4303252248689,75.2256682408989,620.364323461178
1 Jan 2020 19:40:03.000000000,-77.4776794349454,75.0393640889072,620.371871722952
1 Jan 2020 19:40:04.000000000,-77.5249099920968,74.8517019983524,620.379373764058
1 Jan 2020 19:40:05.000000000,-77.5720154914155,74.6626700956194,620.386829549726
1 Jan 2020 19:40:06.000000000,-77.6189945103455,74.4722564367355,620.394239045409
1 Jan 2020 19:40:07.000000000,-77.6658456084892,74.2804490087723,620.401602216757
1 Jan 2020 19:40:08.000000000,-77.712567327417,74.087235731309,620.408919029651
1 Jan 2020 19:40:09.000000000,-77.7591581904741,73.8926044580085,620.416189450178
1 Jan 2020 19:40:10.000000000,-77.8056167025895,73.6965429782667,620.423413444644
1 Jan 2020 19:40:11.000000000,-77.851941350085,73.499039018979,620.43059097957
1 Jan 2020 19:40:12.000000000,-77.8981306004839,73.3000802463883,620.437722021689
1 Jan 2020 19:40:13.000000000,-77.9441829023215,73.099654268048,620.444806537957
1 Jan 2020 19:40:14.000000000,-77.9900966849554,72.897748634897,620.451844495538
1 Jan 2020 19:40:15.000000000,-78.0358703583777,72.6943508434207,620.458835861821
1 Jan 2020 19:40:16.000000000,-78.0815023130275,72.4894483379549,620.465780604402
1 Jan 2020 19:40:17.000000000,-78.1269909196048,72.283028513087,620.4726786911
1 Jan 2020 19:40:18.000000000,-78.1723345288867,72.0750787161861,620.479530089946
1 Jan 2020 19:40:19.000000000,-78.2175314715438,71.8655862500511,620.48633476919
1 Jan 2020 19:40:20.000000000,-78.2625800579599,71.6545383756931,620.493092697297
1 Jan 2020 19:40:21.000000000,-78.3074785780526,71.4419223152497,620.499803842955
1 Jan 2020 19:40:22.000000000,-78.352225301097,71.2277252550226,620.506468175059
1 Jan 2020 19:40:23.000000000,-78.3968184755507,71.0119343486732,620.51308566273
1 Jan 2020 19:40:24.000000000,-78.4412563288832,70.7945367205398,620.519656275298
1 Jan 2020 19:40:25.000000000,-78.4855370674062,70.5755194691216,620.526179982321
1 Jan 2020 19:40:26.000000000,-78.5296588761087,70.3548696706991,620.532656753566
1 Jan 2020 19:40:27.000000000,-78.5736199184948,70.1325743831164,620.539086559022
1 Jan 2020 19:40:28.000000000,-78.6174183364246,69.9086206497159,620.545469368896
1 Jan 2020 19:40:29.000000000,-78.6610522499603,69.682995503442,620.551805153605
1 Jan 2020 19:40:30.000000000,-78.7045197572154,69.4556859711129,620.558093883795
1 Jan 2020 19:40:31.000000000,-78.7478189342088,69.2266790778499,620.564335530326
1 Jan 2020 19:40:32.000000000,-78.7909478347239,68.9959618517009,620.570530064278
1 Jan 2020 19:40:33.000000000,-78.8339044901722,68.7635213284223,620.576677456943
1 Jan 2020 19:40:34.000000000,-78.8766869094631,68.5293445564625,620.582777679842
1 Jan 2020 19:40:35.000000000,-78.9192930788786,68.2934186021189,620.588830704704
1 Jan 2020 19:40:36.000000000,-78.9617209619545,68.0557305548929,620.594836503487
1 Jan 2020 19:40:37.000000000,-79.0039684993687,67.8162675330323,620.600795048358
1 Jan 2020 19:40:38.000000000,-79.0460336088345,67.575016689287,620.606706311714
1 Jan 2020 19:40:39.000000000,-79.0879141850033,67.3319652168489,620.612570266161
1 Jan 2020 19:40:40.000000000,-79.1296080993727,67.0871003555119,620.618386884532
1 Jan 2020 19:40:41.000000000,-79.1711132002045,66.8404093980422,620.624156139875
1 Jan 2020 19:40:42.000000000,-79.2124273124493,66.5918796967493,620.629878005459
1 Jan 2020 19:40:43.000000000,-79.2535482376816,66.3414986702937,620.635552454773
1 Jan 2020 19:40:44.000000000,-79.2944737540422,66.0892538107012,620.641179461527
1 Jan 2020 19:40:45.000000000,-79.335201616192,65.8351326906097,620.646758999651
1 Jan 2020 19:40:46.000000000,-79.3757295552744,65.5791229707363,620.65229104329
1 Jan 2020 19:40:47.000000000,-79.4160552788898,65.3212124075898,620.657775566817
1 Jan 2020 19:40:48.000000000,-79.4561764710796,65.0613888613978,620.663212544815
1 Jan 2020 19:40:49.000000000,-79.4960907923227,64.7996403042919,620.668601952104
1 Jan 2020 19:40:50.000000000,-79.5357958795435,64.5359548287121,620.673943763707
1 Jan 2020 19:40:51.000000000,-79.5752893461326,64.2703206560672,620.679237954879
1 Jan 2020 19:40:52.000000000,-79.6145687819808,64.0027261456373,620.684484501088
1 Jan 2020 19:40:53.000000000,-79.6536317535259,63.7331598037164,620.689683378031
1 Jan 2020 19:40:54.000000000,-79.6924758038144,63.4616102930091,620.69483456162
1 Jan 2020 19:40:55.000000000,-79.7310984525771,63.1880664422688,620.699938027988
1 Jan 2020 19:40:56.000000000,-79.7694971963207,62.9125172561995,620.704993753497
1 Jan 2020 19:40:57.000000000,-79.807669508434,62.6349519255965,620.710001714721
1 Jan 2020 19:40:58.000000000,-79.8456128393116,62.3553598377391,620.714961888456
1 Jan 2020 19:40:59.000000000,-79.883324616494,62.0737305870482,620.719874251726
1 Jan 2020 19:41:00.000000000,-79.9208022448247,61.7900539859753,620.724738781773
1 Jan 2020 19:41:01.000000000,-79.9580431066258,61.5043200761632,620.72955545606
