TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 19:40:00.000000000,-1827.06662937868,3076.91584030275,-5990.72720412755
1 Jan 2020 19:40:01.000000000,-1821.88596479559,3072.72789733112,-5994.45333546044
1 Jan 2020 19:40:02.000000000,-1816.7037838195,3068.53561054196,-5998.17243495557
1 Jan 2020 19:40:03.000000000,-1811.52009313514,3064.33898461001,-6001.88449825019
1 Jan 2020 19:40:04.000000000,-1806.33489942802,3060.13802421626,-6005.58952098985
1 Jan 2020 19:40:05.000000000,-1801.14820938516,3055.93273404748,-6009.28749882835
1 Jan 2020 19:40:06.000000000,-1795.96002969419,3051.72311879672,-6012.97842742774
1 Jan 2020 19:40:07.000000000,-1790.77036704413,3047.50918316288,-6016.66230245836
1 Jan 2020 19:40:08.000000000,-1785.57922812476,3043.29093185102,-6020.3391195988
1 Jan 2020 19:40:09.000000000,-1780.3866196272,3039.06836957207,-6024.00887453595
1 Jan 2020 19:40:10.000000000,-1775.19254824328,3034.84150104313,-6027.67156296498
1 Jan 2020 19:40:11.000000000,-1769.99702066618,3030.61033098714,-6031.32718058935
1 Jan 2020 19:40:12.000000000,-1764.80004358983,3026.37486413315,-6034.97572312079
1 Jan 2020 19:40:13.000000000,-1759.60162370914,3022.13510521626,-6038.61718627937
1 Jan 2020 19:40:14.000000000,-1754.4017677204,3017.89105897732,-6042.25156579344
1 Jan 2020 19:40:15.000000000,-1749.2004823204,3013.64273016342,-6045.87885739966
1 Jan 2020 19:40:16.000000000,-1743.9977742072,3009.39012352749,-6049.49905684301
1 Jan 2020 19:40:17.000000000,-1738.79365007975,3005.13324382846,-6053.11215987679
1 Jan 2020 19:40:18.000000000,-1733.58811663803,3000.87209583121,-6056.71816226263
1 Jan 2020 19:40:19.000000000,-1728.38118058282,2996.60668430662,-6060.31705977047
1 Jan 2020 19:40:20.000000000,-1723.17284861587,2992.33701403156,-6063.9088481786
1 Jan 2020 19:40:21.000000000,-1717.96312744003,2988.06308978873,-6067.49352327365
1 Jan 2020 19:40:22.000000000,-1712.75202375884,2983.78491636691,-6071.07108085058
1 Jan 2020 19:40:23.000000000,-1707.53954427701,2979.50249856068,-6074.64151671273
1 Jan 2020 19:40:24.000000000,-1702.32569569987,2975.21584117071,-6078.20482667175
1 Jan 2020 19:40:25.000000000,-1697.11048473388,2970.92494900347,-6081.76100654769
1 Jan 2020 19:40:26.000000000,-1691.8939180863,2966.62982687142,-6085.31005216894
1 Jan 2020 19:40:27.000000000,-1686.67600246536,2962.33047959286,-6088.85195937227
1 Jan 2020 19:40:28.000000000,-1681.45674458,2958.02691199211,-6092.38672400282
1 Jan 2020 19:40:29.000000000,-1676.23615114005,2953.71912889939,-6095.9143419141
1 Jan 2020 19:40:30.000000000,-1671.01422885637,2949.40713515069,-6099.43480896801
1 Jan 2020 19:40:31.000000000,-1665.79098444043,2945.09093558808,-6102.94812103486
1 Jan 2020 19:40:32.000000000,-1660.56642460476,2940.77053505933,-6106.45427399331
1 Jan 2020 19:40:33.000000000,-1655.34055606251,2936.44593841827,-6109.95326373046
1 Jan 2020 19:40:34.000000000,-1650.11338552779,2932.1171505245,-6113.44508614178
1 Jan 2020 19:40:35.000000000,-1644.88491971551,2927.78417624351,-6116.92973713117
1 Jan 2020 19:40:36.000000000,-1639.65516534139,2923.44702044665,-6120.40721261093
1 Jan 2020 19:40:37.000000000,-1634.42412912181,2919.10568801121,-6123.87750850178
1 Jan 2020 19:40:38.000000000,-1629.19181777414,2914.76018382021,-6127.34062073287
1 Jan 2020 19:40:39.000000000,-1623.95823801636,2910.41051276264,-6130.79654524177
1 Jan 2020 19:40:40.000000000,-1618.72339656722,2906.0566797333,-6134.24527797448
1 Jan 2020 19:40:41.000000000,-1613.48730014642,2901.69868963277,-6137.68681488544
1 Jan 2020 19:40:42.000000000,-1608.24995547414,2897.33654736756,-6141.12115193753
1 Jan 2020 19:40:43.000000000,-1603.01136927151,2892.97025784994,-6144.54828510208
1 Jan 2020 19:40:44.000000000,-1597.77154826032,2888.59982599802,-6147.96821035885
1 Jan 2020 19:40:45.000000000,-1592.53049916315,2884.22525673569,-6151.38092369608
1 Jan 2020 19:40:46.000000000,-1587.28822870311,2879.84655499276,-6154.78642111047
1 Jan 2020 19:40:47.000000000,-1582.04474360425,2875.46372570472,-6158.18469860717
1 Jan 2020 19:40:48.000000000,-1576.8000505911,2871.07677381298,-6161.5757521998
1 Jan 2020 19:40:49.000000000,-1571.5541563891,2866.68570426461,-6164.95957791046
1 Jan 2020 19:40:50.000000000,-1566.3070677242,2862.2905220126,-6168.33617176974
1 Jan 2020 19:40:51.000000000,-1561.05879132301,2857.89123201568,-6171.7055298167
1 Jan 2020 19:40:52.000000000,-1555.80933391295,2853.48783923831,-6175.06764809887
1 Jan 2020 19:40:53.000000000,-1550.558702222,2849.08034865078,-6178.42252267231
1 Jan 2020 19:40:54.000000000,-1545.30690297888,2844.66876522906,-6181.77014960156
1 Jan 2020 19:40:55.000000000,-1540.05394291273,2840.25309395503,-6185.11052495966
1 Jan 2020 19:40:56.000000000,-1534.79982875354,2835.8333398162,-6188.44364482815
1 Jan 2020 19:40:57.000000000,-1529.54456723189,2831.40950780584,-6191.7695052971
1 Jan 2020 19:40:58.000000000,-1524.2881650788,2826.98160292305,-6195.08810246507
1 Jan 2020 19:40:59.000000000,-1519.03062902613,2822.54963017255,-6198.39943243917
1 Jan 2020 19:41:00.000000000,-1513.7719658061,2818.11359456492,-6201.70349133501
1 Jan 2020 19:41:01.000000000,-1508.51218215176,2813.67350111632,-6205.00027527675
1 Jan 2020 19:41:02.000000000,-1503.25128479647,2809.22935484879,-6208.28978039706
1 Jan 2020 19:41:03.000000000,-1497.98928047436,2804.78116078996,-6211.57200283717
1 Jan 2020 19:41:04.000000000,-1492.72617592007,2800.32892397321,-6214.84693874684
1 Jan 2020 19:41:05.000000000,-1487.46197786882,2795.8726494376,-6218.1145842844
1 Jan 2020 19:41:06.000000000,-1482.19669305627,2791.41234222794,-6221.37493561668
1 Jan 2020 19:41:07.000000000,-1476.93032821861,2786.94800739475,-6224.62798891913
1 Jan 2020 19:41:08.000000000,-1471.66289009273,2782.4796499941,-6227.87374037573
1 Jan 2020 19:41:09.000000000,-1466.39438541581,2778.00727508792,-6231.11218617901
1 Jan 2020 19:41:10.000000000,-1461.12482092575,2773.53088774365,-6234.3433225301
1 Jan 2020 19:41:11.000000000,-1455.85420336073,2769.05049303452,-6237.56714563868
1 Jan 2020 19:41:12.000000000,-1450.58253945961,2764.56609603937,-6240.78365172304
1 Jan 2020 19:41:13.000000000,-1445.30983596163,2760.07770184268,-6243.99283701001
1 Jan 2020 19:41:14.000000000,-1440.03609960659,2755.58531553458,-6247.19469773506
1 Jan 2020 19:41:15.000000000,-1434.76133713459,2751.08894221092,-6250.38923014219
1 Jan 2020 19:41:16.000000000,-1429.48555528638,2746.58858697308,-6253.57643048406
